client_id,total_web_requests,unique_sessions,web_visit_count,demo_request_count,ai_assistant_request_count,promotional_event_count,contract_confirmation_count,proposal_download_count,high_intent_hits,web_error_count,avg_response_time_ms,first_web_event,last_web_event,top_page
CL11872,8,8,8,0,1,0,0,0,1,1,840.4,2025-01-01 11:23:53,2025-06-29 07:09:27,/services
CL11873,10,10,10,2,1,0,0,0,3,1,761.3,2025-01-03 02:54:08,2025-06-20 00:44:30,/
CL11874,11,11,11,1,1,0,0,0,2,0,411.7,2025-01-17 15:19:54,2025-06-20 21:52:46,/case-studies
CL11875,13,13,13,1,2,0,0,0,3,1,468.2,2025-01-26 01:56:08,2025-06-17 15:12:34,/
CL11876,11,11,11,0,1,0,0,0,1,1,498.4,2025-01-05 23:28:08,2025-06-12 09:18:09,/services
CL11877,13,13,13,2,0,0,0,0,2,0,354.5,2025-01-05 08:27:29,2025-06-23 12:53:56,/
CL11878,8,8,8,1,3,0,0,0,4,1,562.0,2025-01-15 06:16:34,2025-06-06 21:57:37,/ai-assistant
CL11879,10,10,10,0,1,0,0,0,1,0,376.8,2025-02-12 19:46:33,2025-06-23 07:01:21,/
CL11880,11,11,11,3,0,0,0,1,4,1,484.0,2025-02-21 18:35:44,2025-06-30 14:51:34,/pricing
CL11881,10,10,10,0,1,0,0,0,1,0,455.6,2025-01-01 22:20:03,2025-06-22 12:06:31,/pricing
CL11882,14,14,14,0,1,1,0,0,2,2,544.6,2025-01-11 03:59:19,2025-06-30 19:10:54,/services
CL11883,8,8,8,2,0,0,0,1,3,0,363.2,2025-01-04 11:51:10,2025-06-03 07:01:45,/contact
CL11884,11,11,11,1,0,1,0,0,2,1,556.9,2025-01-18 14:35:35,2025-06-18 15:55:36,/pricing
CL11885,8,8,8,0,2,1,0,0,3,0,420.5,2025-01-05 14:50:01,2025-05-26 15:26:38,/
CL11886,12,12,12,3,0,0,0,0,3,0,399.7,2025-01-12 14:08:53,2025-06-27 02:52:06,/services
CL11887,6,6,6,0,1,1,0,0,2,0,487.3,2025-03-11 20:12:49,2025-06-01 06:20:03,/ai-assistant
CL11888,11,11,11,2,0,0,0,0,2,0,477.1,2025-01-16 06:46:24,2025-06-19 11:00:02,/
CL11889,12,12,12,0,0,0,0,0,0,1,504.3,2025-03-03 22:18:34,2025-06-28 20:23:49,/
CL11890,9,9,9,0,1,0,0,2,3,1,444.2,2025-01-05 09:57:29,2025-06-26 17:48:16,/
CL11891,5,5,5,0,0,0,0,0,0,1,397.2,2025-01-20 16:19:43,2025-05-16 12:39:27,/
CL11892,6,6,6,0,0,0,0,0,0,0,480.5,2025-03-09 11:10:06,2025-06-17 00:43:17,/case-studies
CL11893,11,11,11,0,1,1,0,0,2,2,561.2,2025-02-10 05:49:57,2025-06-14 10:34:13,/
CL11894,7,7,7,1,0,0,0,0,1,0,410.9,2025-01-01 17:14:21,2025-06-06 04:53:02,/services
CL11895,15,15,15,0,3,1,0,0,4,1,515.0,2025-01-06 15:29:59,2025-06-20 11:39:35,/
CL11896,5,5,5,1,0,0,0,0,1,0,357.6,2025-04-17 13:44:04,2025-05-22 18:18:00,/services
CL11897,9,9,9,0,1,0,0,0,1,0,313.9,2025-01-04 21:16:06,2025-06-30 01:22:55,/services
CL11898,14,14,14,3,1,0,3,0,7,2,472.3,2025-02-01 20:39:48,2025-06-18 15:31:53,/contract/confirm
CL11899,9,9,9,2,2,0,0,1,5,2,529.4,2025-01-22 06:16:03,2025-06-07 04:26:44,/ai-assistant
CL11900,11,11,11,1,2,0,0,1,4,1,498.1,2025-01-28 16:54:52,2025-06-24 20:57:46,/case-studies
CL11901,7,7,7,0,0,0,0,0,0,0,442.3,2025-01-10 15:15:58,2025-04-22 09:39:20,/
CL11902,6,6,6,3,2,0,0,0,5,0,486.3,2025-01-04 04:01:26,2025-06-22 10:06:33,/schedule-demo
CL11903,8,8,8,2,0,0,0,0,2,0,424.9,2025-01-05 00:27:21,2025-06-25 12:42:41,/
CL11904,9,9,9,0,1,0,0,0,1,3,683.8,2025-01-31 01:51:48,2025-06-04 16:26:33,/
CL11905,15,15,15,0,2,0,0,0,2,1,471.8,2025-01-08 23:57:14,2025-06-20 20:02:14,/
CL11906,12,12,12,0,1,1,0,0,2,0,497.9,2025-01-21 05:08:06,2025-06-25 11:59:41,/
CL11907,5,5,5,1,1,0,0,0,2,1,652.2,2025-02-08 06:31:25,2025-04-21 11:16:53,/contact
CL11908,8,8,8,4,0,0,1,0,5,2,572.2,2025-01-26 08:11:29,2025-06-29 03:03:32,/schedule-demo
CL11909,10,10,10,2,0,0,0,0,2,0,432.5,2025-01-07 01:19:37,2025-05-19 18:52:47,/pricing
CL11910,8,8,8,1,0,1,0,0,2,0,377.4,2025-02-22 14:07:38,2025-06-19 16:31:46,/services
CL11911,3,3,3,0,0,0,1,0,1,1,379.0,2025-01-15 17:11:09,2025-03-01 16:50:46,/contract/confirm
CL11912,10,10,10,0,0,2,0,0,2,0,533.6,2025-01-03 05:20:19,2025-06-30 00:19:01,/services
CL11913,10,10,10,1,4,0,0,0,5,1,389.4,2025-02-17 00:56:39,2025-06-29 17:54:25,/ai-assistant
CL11914,7,7,7,1,0,1,1,0,3,0,557.6,2025-01-25 11:34:55,2025-06-20 00:34:29,/pricing
CL11915,5,5,5,1,0,0,0,0,1,0,559.6,2025-01-04 12:52:45,2025-05-18 16:20:03,/pricing
CL11916,8,8,8,1,1,0,0,0,2,1,388.9,2025-02-03 13:46:48,2025-04-03 14:12:25,/pricing
CL11917,13,13,13,3,1,0,0,0,4,0,458.4,2025-01-31 02:34:10,2025-05-30 23:24:09,/services
CL11918,7,7,7,2,0,0,0,0,2,1,588.0,2025-02-14 21:46:42,2025-06-11 18:47:56,/case-studies
CL11919,12,12,12,3,2,0,0,0,5,0,525.6,2025-01-16 03:39:21,2025-06-27 11:22:01,/
CL11920,5,5,5,2,0,0,0,0,2,0,385.2,2025-03-22 11:14:08,2025-06-20 00:16:28,/schedule-demo
CL11921,5,5,5,0,0,1,1,0,2,0,348.0,2025-03-24 07:28:50,2025-05-12 10:14:30,/
CL11922,10,10,10,0,0,0,3,0,3,0,445.6,2025-01-02 05:33:06,2025-05-11 07:22:23,/contract/confirm
CL11923,13,13,13,0,0,0,0,0,0,0,446.0,2025-01-03 09:16:31,2025-06-26 00:02:19,/services
CL11924,7,7,7,0,2,0,0,0,2,0,562.1,2025-01-16 22:30:24,2025-05-23 21:18:28,/
CL11925,7,7,7,1,0,0,0,0,1,2,503.1,2025-02-24 20:33:03,2025-06-11 02:44:49,/services
CL11926,9,9,9,1,2,0,0,1,4,0,485.9,2025-03-21 05:33:35,2025-06-23 16:51:30,/
CL11927,9,9,9,0,1,0,0,0,1,2,576.7,2025-01-15 01:04:58,2025-06-12 07:33:56,/pricing
CL11928,12,12,12,2,1,0,1,0,4,0,522.8,2025-01-20 14:29:47,2025-06-30 20:33:35,/services
CL11929,7,7,7,0,1,0,0,0,1,1,600.7,2025-01-11 01:46:49,2025-05-27 23:06:31,/services
CL11930,10,10,10,3,1,0,0,0,4,1,487.0,2025-01-28 04:39:55,2025-06-28 20:04:32,/schedule-demo
CL11931,18,18,18,4,0,0,0,2,6,0,517.7,2025-01-08 08:45:51,2025-06-14 05:24:31,/services
CL11932,8,8,8,0,1,0,1,1,3,0,429.5,2025-01-03 23:14:58,2025-06-27 04:53:55,/
CL11933,10,10,10,0,2,2,0,0,4,1,406.5,2025-01-06 10:12:58,2025-06-13 07:15:17,/
CL11934,12,12,12,0,0,2,0,0,2,0,376.3,2025-01-03 23:44:29,2025-06-10 00:28:06,/
CL11935,10,10,10,5,1,0,0,0,6,0,307.8,2025-01-07 01:26:29,2025-06-24 21:16:48,/schedule-demo
CL11936,9,9,9,0,0,0,0,0,0,0,498.8,2025-01-11 21:10:35,2025-06-12 09:40:56,/services
CL11937,11,11,11,0,2,0,0,0,2,1,522.8,2025-01-12 16:33:06,2025-06-08 03:43:41,/
CL11938,8,8,8,1,3,0,0,0,4,1,699.4,2025-02-24 02:39:52,2025-06-08 11:11:58,/ai-assistant
CL11939,7,7,7,1,0,1,0,0,2,0,479.1,2025-01-16 16:48:07,2025-06-25 11:38:40,/pricing
CL11940,5,5,5,1,1,0,0,0,2,0,463.0,2025-01-12 17:02:24,2025-06-06 23:20:53,/contact
CL11941,9,9,9,1,0,1,0,0,2,0,359.6,2025-01-10 13:23:20,2025-06-27 21:29:31,/case-studies
CL11942,12,12,12,3,2,0,1,1,7,1,395.4,2025-01-06 03:37:27,2025-06-27 08:16:15,/schedule-demo
CL11943,9,9,9,1,0,0,0,0,1,0,561.4,2025-01-11 10:03:21,2025-06-30 23:09:47,/
CL11944,10,10,10,0,0,0,0,0,0,0,440.0,2025-01-30 01:17:25,2025-05-26 06:10:36,/
CL11945,12,12,12,0,2,2,0,0,4,1,512.4,2025-01-10 18:04:19,2025-05-30 04:22:02,/pricing
CL11946,8,8,8,0,1,0,0,0,1,1,427.9,2025-01-28 16:13:58,2025-06-29 05:29:05,/services
CL11947,8,8,8,1,1,0,0,1,3,1,555.8,2025-02-10 06:13:49,2025-06-15 04:02:57,/
CL11948,13,13,13,2,0,0,0,1,3,0,394.8,2025-01-05 06:28:31,2025-05-19 04:05:39,/contact
CL11949,3,3,3,0,1,0,0,0,1,0,382.0,2025-02-12 23:04:58,2025-05-15 20:58:10,/pricing
CL11950,7,7,7,0,0,1,0,0,1,0,379.3,2025-01-06 09:31:39,2025-06-17 15:35:41,/
CL11951,6,6,6,0,1,0,0,0,1,0,548.0,2025-01-08 04:53:28,2025-06-09 21:34:42,/
CL11952,5,5,5,1,0,0,0,0,1,0,453.4,2025-03-28 20:07:49,2025-06-27 07:51:50,/
CL11953,7,7,7,0,0,1,0,0,1,0,693.1,2025-01-30 18:31:40,2025-06-14 23:01:29,/contact
CL11954,15,15,15,1,1,0,0,0,2,1,469.6,2025-01-15 02:40:34,2025-06-07 21:39:52,/pricing
CL11955,11,11,11,0,0,1,0,0,1,0,348.2,2025-01-02 17:19:05,2025-06-18 09:11:26,/
CL11956,10,10,10,0,3,0,0,0,3,0,517.3,2025-01-07 18:49:53,2025-06-26 11:30:22,/
CL11957,9,9,9,1,1,0,0,0,2,0,507.0,2025-02-01 00:19:44,2025-06-22 06:03:19,/
CL11958,9,9,9,1,0,0,0,0,1,0,527.7,2025-01-23 18:04:32,2025-06-16 17:36:18,/services
CL11959,8,8,8,1,2,0,0,0,3,0,324.9,2025-01-28 14:53:24,2025-06-08 05:49:55,/ai-assistant
CL11960,12,12,12,5,0,1,1,0,7,2,766.5,2025-01-06 06:59:56,2025-06-30 04:57:27,/schedule-demo
CL11961,12,12,12,0,2,0,0,0,2,3,680.4,2025-01-30 22:06:27,2025-06-30 14:54:47,/
CL11962,8,8,8,0,2,0,0,0,2,0,444.9,2025-01-04 01:46:54,2025-06-27 17:56:07,/
CL11963,9,9,9,2,0,0,0,0,2,1,497.9,2025-01-05 01:07:39,2025-06-01 00:53:06,/
CL11964,11,11,11,0,1,0,0,0,1,0,430.0,2025-01-15 23:56:04,2025-06-30 12:51:31,/services
CL11965,7,7,7,2,0,0,0,0,2,0,448.6,2025-02-01 04:36:36,2025-06-07 17:56:52,/pricing
CL11966,6,6,6,1,2,0,0,0,3,1,623.2,2025-02-10 08:38:21,2025-06-22 22:27:47,/ai-assistant
CL11967,8,8,8,0,2,0,0,0,2,0,444.0,2025-02-19 04:11:16,2025-06-14 05:04:07,/
CL11968,12,12,12,0,0,0,0,0,0,1,497.0,2025-01-10 01:37:16,2025-06-10 01:48:06,/services
CL11969,11,11,11,0,0,3,0,0,3,0,427.1,2025-01-06 18:05:26,2025-06-21 19:36:31,/
CL11970,8,8,8,1,1,1,1,1,5,1,583.2,2025-01-10 14:45:23,2025-06-24 21:17:54,/
CL11971,10,10,10,0,3,0,0,1,4,1,536.9,2025-01-05 00:30:09,2025-06-30 17:36:58,/ai-assistant
CL11972,5,5,5,1,0,0,0,0,1,1,597.2,2025-01-11 16:32:28,2025-06-21 16:39:16,/pricing
CL11973,12,12,12,0,0,0,0,0,0,0,492.8,2025-01-07 09:18:39,2025-06-25 14:22:13,/
CL11974,12,12,12,2,1,0,0,0,3,1,467.8,2025-01-04 04:38:56,2025-06-11 17:00:07,/
CL11975,8,8,8,1,0,0,0,0,1,2,482.5,2025-01-31 17:58:38,2025-05-24 02:55:53,/
CL11976,9,9,9,0,2,0,0,1,3,3,561.9,2025-01-14 12:40:59,2025-06-28 21:35:01,/
CL11977,5,5,5,0,0,0,0,0,0,0,492.4,2025-02-04 12:51:31,2025-06-01 23:46:47,/
CL11978,7,7,7,1,0,1,0,0,2,1,488.1,2025-01-07 13:19:23,2025-04-19 01:13:26,/contact
CL11979,16,16,16,3,0,0,0,1,4,0,362.4,2025-01-04 09:32:42,2025-06-30 16:11:23,/
CL11980,10,10,10,2,1,0,0,1,4,1,401.2,2025-01-04 16:30:48,2025-06-07 01:37:30,/services
CL11981,6,6,6,0,2,0,0,0,2,0,379.0,2025-01-24 07:04:23,2025-06-02 23:49:30,/services
CL11982,12,12,12,1,0,1,4,0,6,0,493.8,2025-01-10 20:13:26,2025-06-22 07:22:47,/contract/confirm
CL11983,11,11,11,0,2,0,0,0,2,0,456.3,2025-01-07 20:40:59,2025-06-08 20:09:40,/pricing
CL11984,9,9,9,0,0,0,0,0,0,0,330.8,2025-02-12 23:13:53,2025-06-25 23:26:19,/
CL11985,10,10,10,1,1,0,0,0,2,0,435.2,2025-01-14 17:57:59,2025-06-24 21:36:54,/case-studies
CL11986,9,9,9,0,1,0,0,1,2,0,519.1,2025-01-18 02:58:38,2025-05-12 21:02:20,/pricing
CL11987,12,12,12,1,1,0,0,0,2,3,451.3,2025-02-05 23:34:54,2025-06-20 21:56:29,/
CL11988,9,9,9,0,1,0,0,1,2,0,355.3,2025-01-29 22:25:11,2025-06-03 16:34:42,/services
CL11989,11,11,11,0,0,1,0,0,1,2,459.6,2025-01-22 09:12:17,2025-06-25 14:11:08,/
CL11990,7,7,7,0,2,0,0,0,2,1,518.6,2025-02-10 10:21:35,2025-06-16 05:16:37,/ai-assistant
CL11991,6,6,6,0,2,1,0,0,3,1,478.0,2025-01-22 22:43:55,2025-04-29 11:53:43,/ai-assistant
CL11992,10,10,10,0,0,1,0,0,1,0,391.4,2025-02-11 03:02:50,2025-06-16 23:18:01,/
CL11993,16,16,16,4,1,0,0,0,5,0,421.1,2025-01-04 18:25:35,2025-05-31 15:58:20,/services
CL11994,8,8,8,1,1,0,0,0,2,1,554.2,2025-01-17 01:32:21,2025-05-13 08:40:48,/
CL11995,3,3,3,1,0,0,0,0,1,0,306.7,2025-01-02 08:45:40,2025-06-14 10:24:10,/
CL11996,8,8,8,0,0,1,0,0,1,0,412.4,2025-01-01 10:40:19,2025-06-14 05:41:54,/
CL11997,13,13,13,4,1,0,0,0,5,0,428.2,2025-01-01 17:29:41,2025-06-25 09:19:32,/schedule-demo
CL11998,8,8,8,0,1,0,0,0,1,0,415.9,2025-01-09 17:42:45,2025-05-17 17:16:57,/
CL11999,16,16,16,3,2,0,0,0,5,1,460.1,2025-01-03 03:52:20,2025-06-26 15:41:26,/
CL12000,13,13,13,3,3,1,2,1,10,1,537.9,2025-01-03 08:46:05,2025-06-15 01:25:43,/ai-assistant
CL12001,10,10,10,1,0,0,0,0,1,0,465.4,2025-01-09 07:46:46,2025-06-29 10:50:57,/services
CL12002,7,7,7,0,0,0,0,0,0,1,922.0,2025-01-05 04:12:05,2025-06-16 20:33:06,/
CL12003,15,15,15,0,1,0,0,0,1,2,520.6,2025-01-10 03:58:50,2025-06-30 05:50:21,/services
CL12004,15,15,15,3,1,2,0,0,6,0,345.4,2025-01-01 08:55:51,2025-06-24 17:50:21,/
CL12005,12,12,12,1,1,0,0,0,2,2,500.8,2025-01-01 18:58:33,2025-06-20 20:24:57,/
CL12006,5,5,5,0,1,0,0,0,1,0,264.8,2025-01-05 11:30:41,2025-03-04 15:27:22,/services
CL12007,20,20,20,0,4,0,0,0,4,0,472.0,2025-01-04 02:22:14,2025-06-25 07:31:36,/
CL12008,10,10,10,1,2,0,0,0,3,0,326.4,2025-01-09 16:52:04,2025-06-07 11:26:38,/services
CL12009,11,11,11,0,0,0,0,2,2,4,568.0,2025-01-06 00:55:41,2025-06-30 13:05:03,/pricing
CL12010,10,10,10,0,1,1,0,0,2,0,406.2,2025-01-14 20:47:19,2025-06-14 01:00:39,/services
CL12011,9,9,9,4,1,0,0,0,5,1,533.0,2025-01-04 13:46:01,2025-06-24 04:29:15,/schedule-demo
CL12012,7,7,7,0,2,0,0,0,2,0,509.3,2025-01-04 18:27:02,2025-05-19 05:43:04,/ai-assistant
CL12013,8,8,8,2,1,0,0,1,4,0,568.5,2025-02-09 21:54:32,2025-06-29 02:47:07,/schedule-demo
CL12014,12,12,12,0,0,0,0,0,0,1,479.5,2025-01-25 05:19:18,2025-06-14 11:56:21,/
CL12015,9,9,9,1,1,0,0,0,2,0,510.9,2025-01-06 14:08:43,2025-06-26 12:08:33,/
CL12016,8,8,8,0,0,0,0,0,0,0,485.2,2025-01-31 11:51:36,2025-06-18 10:53:41,/
CL12017,10,10,10,4,1,0,0,0,5,0,404.7,2025-01-03 00:35:41,2025-06-24 01:24:37,/schedule-demo
CL12018,14,14,14,3,0,3,0,0,6,1,523.9,2025-01-12 08:32:38,2025-06-25 23:56:00,/events/webinar
CL12019,8,8,8,0,0,0,0,0,0,0,486.0,2025-02-17 11:07:32,2025-06-10 15:00:02,/
CL12020,9,9,9,0,1,0,0,0,1,1,591.0,2025-01-07 03:31:49,2025-06-09 19:50:10,/
CL12021,10,10,10,2,0,0,0,0,2,1,485.9,2025-01-14 22:11:47,2025-06-28 20:26:12,/
CL12022,8,8,8,0,0,0,0,1,1,1,531.9,2025-01-06 00:59:55,2025-06-23 21:20:20,/
CL12023,5,5,5,2,0,0,0,0,2,0,523.0,2025-01-17 14:19:40,2025-06-08 18:44:07,/schedule-demo
CL12024,11,11,11,1,0,0,0,0,1,0,395.1,2025-01-12 22:28:16,2025-06-25 20:00:24,/
CL12025,17,17,17,0,3,0,0,0,3,0,375.0,2025-01-09 17:52:26,2025-06-07 12:23:31,/
CL12026,6,6,6,1,1,0,0,0,2,1,534.0,2025-01-18 08:45:55,2025-06-29 15:36:27,/pricing
CL12027,11,11,11,0,1,2,0,0,3,0,322.0,2025-01-05 21:32:52,2025-06-09 17:39:01,/services
CL12028,20,20,20,3,2,0,0,0,5,1,526.6,2025-01-24 11:14:25,2025-06-28 00:03:11,/case-studies
CL12029,10,10,10,0,1,1,0,0,2,0,366.0,2025-01-08 10:18:22,2025-06-14 10:40:25,/contact
CL12030,8,8,8,0,1,0,1,0,2,0,451.8,2025-01-02 06:12:04,2025-06-30 15:29:43,/services
CL12031,9,9,9,2,0,0,0,0,2,1,530.1,2025-01-25 00:22:55,2025-05-30 00:59:31,/
CL12032,18,18,18,0,1,2,0,0,3,0,451.9,2025-01-20 10:50:50,2025-06-20 02:59:06,/
CL12033,16,16,16,0,1,0,0,0,1,0,379.4,2025-01-07 04:44:30,2025-06-20 14:17:51,/
CL12034,14,14,14,0,0,0,0,0,0,0,426.3,2025-01-02 01:42:25,2025-06-12 00:02:14,/
CL12035,9,9,9,0,1,2,0,0,3,1,474.1,2025-01-22 18:37:00,2025-06-17 20:09:58,/
CL12036,10,10,10,2,2,1,0,0,5,0,598.8,2025-02-01 14:10:58,2025-06-22 08:28:01,/ai-assistant
CL12037,6,6,6,0,1,1,0,0,2,0,467.2,2025-02-03 00:48:45,2025-06-21 05:19:23,/
CL12038,8,8,8,1,1,0,0,0,2,2,507.1,2025-01-25 16:37:55,2025-06-11 18:47:07,/
CL12039,13,13,13,0,2,1,0,0,3,0,488.9,2025-01-04 20:42:59,2025-06-25 14:38:49,/
CL12040,13,13,13,3,1,0,0,0,4,0,358.1,2025-01-05 09:53:11,2025-05-22 20:26:25,/pricing
CL12041,15,15,15,0,2,0,0,0,2,0,491.8,2025-01-05 13:17:43,2025-06-08 10:11:41,/
CL12042,5,5,5,0,1,0,0,0,1,1,635.8,2025-01-25 00:07:15,2025-06-22 07:18:45,/
CL12043,12,12,12,0,3,0,0,0,3,1,736.8,2025-01-03 12:15:48,2025-06-29 12:28:13,/services
CL12044,7,7,7,3,0,0,0,0,3,1,720.3,2025-01-03 09:27:32,2025-06-21 22:59:54,/schedule-demo
CL12045,8,8,8,0,4,0,1,0,5,0,607.1,2025-01-04 22:19:58,2025-06-13 22:14:32,/ai-assistant
CL12046,9,9,9,2,0,1,0,0,3,1,648.9,2025-01-01 15:37:44,2025-06-23 07:32:40,/
CL12047,7,7,7,2,0,0,0,1,3,0,428.4,2025-01-11 05:35:30,2025-05-18 03:46:27,/pricing
CL12048,9,9,9,2,0,0,0,0,2,0,514.2,2025-01-09 17:01:38,2025-06-20 03:33:31,/services
CL12049,9,9,9,0,1,0,0,0,1,0,500.4,2025-02-20 03:07:59,2025-06-03 00:14:32,/pricing
CL12050,7,7,7,1,0,0,0,0,1,0,544.4,2025-01-01 13:17:17,2025-06-29 14:29:48,/services
CL12051,9,9,9,2,0,1,0,0,3,0,440.3,2025-01-09 20:07:13,2025-06-21 19:00:12,/pricing
CL12052,6,6,6,3,1,0,0,0,4,0,494.0,2025-01-04 11:53:14,2025-05-21 04:19:07,/schedule-demo
CL12053,14,14,14,0,1,1,0,0,2,3,503.3,2025-01-13 13:09:38,2025-05-23 19:25:27,/services
CL12054,10,10,10,0,1,0,0,0,1,0,438.7,2025-01-11 18:54:14,2025-06-23 11:35:15,/
CL12055,8,8,8,0,0,0,0,0,0,0,559.9,2025-01-13 08:04:46,2025-06-29 22:45:28,/
CL12056,4,4,4,0,0,0,0,0,0,0,634.8,2025-02-13 20:20:38,2025-06-16 09:18:56,/
CL12057,8,8,8,2,1,1,2,0,6,0,449.9,2025-01-21 11:41:01,2025-05-18 19:10:46,/contract/confirm
CL12058,12,12,12,3,1,0,0,0,4,0,516.0,2025-01-01 19:45:18,2025-06-07 00:52:27,/services
CL12059,9,9,9,1,2,0,0,0,3,0,465.0,2025-01-10 05:02:37,2025-06-08 11:13:52,/
CL12060,12,12,12,2,2,0,0,2,6,1,512.2,2025-01-07 10:52:14,2025-05-31 23:50:34,/
CL12061,10,10,10,1,0,1,0,0,2,0,434.6,2025-01-23 19:30:57,2025-06-19 05:38:12,/services
CL12062,10,10,10,0,2,2,0,0,4,2,825.5,2025-03-08 07:35:19,2025-06-29 20:10:14,/
CL12063,7,7,7,0,3,0,0,0,3,1,591.4,2025-01-07 00:15:33,2025-05-17 02:33:11,/ai-assistant
CL12064,9,9,9,0,1,0,0,0,1,0,415.9,2025-01-18 06:35:09,2025-06-21 03:31:38,/
CL12065,7,7,7,1,0,0,0,0,1,0,494.9,2025-02-23 00:02:41,2025-06-26 01:16:04,/
CL12066,8,8,8,0,1,0,0,0,1,0,527.0,2025-01-30 05:32:13,2025-06-16 15:20:02,/
CL12067,12,12,12,2,1,1,0,0,4,0,463.3,2025-01-09 00:16:15,2025-06-05 02:03:11,/
CL12068,4,4,4,0,0,0,0,0,0,0,513.8,2025-01-13 09:23:29,2025-04-13 06:33:42,/case-studies
CL12069,15,15,15,3,2,0,0,0,5,1,515.5,2025-01-24 23:54:40,2025-05-11 20:54:20,/contact
CL12070,7,7,7,1,3,0,0,0,4,0,405.9,2025-01-29 22:20:13,2025-04-20 22:20:58,/ai-assistant
CL12071,7,7,7,0,2,0,0,1,3,0,523.3,2025-02-17 11:43:42,2025-06-28 17:36:55,/ai-assistant
CL12072,9,9,9,0,2,0,0,0,2,0,400.0,2025-01-30 00:56:11,2025-06-07 00:23:42,/
CL12073,7,7,7,1,1,0,0,0,2,0,530.0,2025-02-23 18:48:55,2025-06-13 18:56:14,/services
CL12074,11,11,11,0,0,0,0,0,0,1,674.9,2025-01-19 23:51:15,2025-06-22 09:37:22,/
CL12075,4,4,4,0,0,0,0,0,0,0,531.0,2025-03-16 13:27:18,2025-06-25 10:51:40,/pricing
CL12076,9,9,9,1,2,0,0,1,4,2,498.4,2025-01-07 20:16:56,2025-06-23 09:16:42,/
CL12077,15,15,15,1,0,0,0,0,1,1,404.0,2025-01-02 09:11:25,2025-06-07 13:44:03,/
CL12078,12,12,12,1,1,1,0,0,3,1,555.7,2025-01-20 01:25:35,2025-06-09 18:49:21,/contact
CL12079,9,9,9,1,1,0,0,0,2,0,432.0,2025-01-24 23:31:38,2025-06-11 04:48:43,/
CL12080,6,6,6,1,0,0,0,0,1,0,399.7,2025-01-08 12:30:39,2025-06-19 23:44:38,/contact
CL12081,5,5,5,2,1,0,0,0,3,0,217.0,2025-04-05 07:50:47,2025-06-17 22:40:15,/schedule-demo
CL12082,7,7,7,1,1,0,0,0,2,0,408.3,2025-01-07 06:35:07,2025-06-22 01:22:33,/services
CL12083,13,13,13,0,0,0,0,0,0,0,412.9,2025-01-04 02:44:12,2025-06-21 16:18:20,/
CL12084,17,17,17,0,1,2,0,0,3,3,675.1,2025-01-13 08:47:20,2025-06-29 18:31:53,/services
CL12085,6,6,6,0,0,0,0,0,0,0,528.2,2025-02-24 23:34:37,2025-06-30 21:30:06,/pricing
CL12086,11,11,11,0,0,0,0,0,0,1,726.8,2025-01-10 22:58:29,2025-06-17 01:00:29,/
CL12087,10,10,10,2,0,0,0,0,2,0,466.4,2025-01-17 21:23:09,2025-06-05 11:04:10,/services
CL12088,9,9,9,2,3,0,0,0,5,1,558.4,2025-01-06 08:12:33,2025-06-23 10:54:20,/ai-assistant
CL12089,13,13,13,1,1,0,0,0,2,0,427.0,2025-02-06 10:44:58,2025-06-19 16:31:45,/services
CL12090,13,13,13,3,0,0,0,2,5,0,471.7,2025-01-30 13:29:08,2025-06-14 07:53:40,/
CL12091,13,13,13,3,1,0,0,0,4,2,515.9,2025-02-07 08:50:23,2025-06-20 05:19:29,/services
CL12092,7,7,7,2,0,0,0,0,2,1,564.6,2025-03-10 08:41:21,2025-06-26 11:14:36,/services
CL12093,7,7,7,3,0,0,0,0,3,0,383.3,2025-01-05 14:18:00,2025-05-16 06:54:07,/schedule-demo
CL12094,11,11,11,1,1,0,0,0,2,1,551.8,2025-01-09 10:44:20,2025-05-29 23:16:17,/
CL12095,12,12,12,2,1,0,0,0,3,2,547.5,2025-01-02 19:04:03,2025-06-21 03:39:45,/services
CL12096,4,4,4,1,0,0,0,0,1,0,551.0,2025-01-06 14:45:38,2025-05-27 10:43:53,/
CL12097,10,10,10,0,1,1,0,0,2,1,495.8,2025-02-16 22:11:57,2025-06-20 19:02:59,/services
CL12098,6,6,6,0,0,1,0,0,1,0,478.3,2025-01-28 19:19:29,2025-05-15 00:05:14,/
CL12099,11,11,11,3,0,0,0,1,4,0,338.6,2025-01-04 04:03:38,2025-05-25 07:19:40,/
CL12100,6,6,6,0,1,0,0,0,1,0,555.8,2025-01-11 12:20:55,2025-06-15 15:21:29,/
CL12101,8,8,8,2,1,0,0,0,3,0,322.8,2025-02-16 13:09:01,2025-06-29 15:40:36,/
CL12102,5,5,5,0,0,0,0,0,0,0,535.8,2025-01-28 20:52:10,2025-06-06 06:49:42,/services
CL12103,11,11,11,2,2,0,0,0,4,0,472.8,2025-01-08 12:46:06,2025-05-28 00:26:51,/case-studies
CL12104,10,10,10,0,1,0,0,0,1,1,428.6,2025-02-09 23:08:37,2025-06-30 03:17:23,/services
CL12105,12,12,12,3,1,0,0,1,5,1,554.9,2025-01-07 07:14:50,2025-06-23 10:49:27,/schedule-demo
CL12106,16,16,16,2,2,0,0,1,5,0,457.2,2025-01-08 07:30:08,2025-06-14 13:04:59,/
CL12107,7,7,7,1,2,0,0,1,4,0,413.6,2025-02-08 15:53:54,2025-06-24 16:01:51,/ai-assistant
