client_id,session_id,c_ip,company_size,country,country_group,city,latitude,longitude,market_priority,market_saturation_index,industry,service_type,service_category,marketing_channel,campaign_name,sales_rep_id,sales_rep_name,sales_team,monthly_rep_target,inquiry_date,demo_date,proposal_date,close_date,current_stage,has_inquiry,has_demo,has_proposal,converted,lead_score,conversion_probability,actual_revenue,forecast_revenue,target_revenue,revenue_gap,sales_cycle_days,currency,inquiry_submit_count,total_web_events,lead_quality,total_page_views,unique_pages_visited,avg_web_response_ms,web_error_hits,intent_score,commercial_readiness_score,priority_band,total_web_requests,unique_sessions,web_visit_count,demo_request_count,ai_assistant_request_count,promotional_event_count,contract_confirmation_count,proposal_download_count,high_intent_hits,web_error_count,avg_response_time_ms,first_web_event,last_web_event,top_page
CL12098,SESS72098,89.152.104.29,Medium,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Education,Executive Cyber Training,Training,Email Nurture,SME Security Education Series,SR005,Amogelang,Regional Growth,410000,2025-04-12,,,,Inquiry,1,0,0,0,39,0.0928,0.0,1497.94,3553.0,-3553.0,,BWP,1,6,Low,6,5,405.8,0,42,40,Low Priority,6,6,6,0,0,1,0,0,1,0,478.3,2025-01-28 19:19:29,2025-05-15 00:05:14,/
CL12099,SESS72099,132.46.96.23,Large,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Legal Services,SME Security Package,SME,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-01-30,2025-02-01,2025-02-09,,Proposal Sent,1,1,1,0,89,0.4156,0.0,12926.36,6842.88,-6842.88,,BWP,1,9,Hot,9,7,392.3,0,78,84,Urgent Follow-up,11,11,11,3,0,0,0,1,4,0,338.6,2025-01-04 04:03:38,2025-05-25 07:19:40,/
CL12100,SESS72100,56.41.210.203,Small,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Hospitality,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR003,Lorato,South Africa Enterprise,480000,2025-02-23,,,,Inquiry,1,0,0,0,47,0.2166,0.0,2843.1,2887.41,-2887.41,,BWP,1,8,Medium,8,5,380.5,1,64,55,Nurture,6,6,6,0,1,0,0,0,1,0,555.8,2025-01-11 12:20:55,2025-06-15 15:21:29,/
CL12101,SESS72101,123.167.124.162,Large,South Africa,SADC,Cape Town,-33.9249,18.4241,High,0.64,Mining,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR001,Naledi,Botswana Core,420000,2025-05-24,2025-05-27,,,Demo Requested,1,1,0,0,58,0.2193,0.0,14945.99,14993.51,-14993.51,,BWP,1,7,Medium,7,6,362.6,0,64,61,Nurture,8,8,8,2,1,0,0,0,3,0,322.8,2025-02-16 13:09:01,2025-06-29 15:40:36,/
CL12102,SESS72102,91.39.82.198,Medium,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Healthcare,Threat Detection Platform,Platform,Google Search,Search Ads - Cybersecurity Help,SR005,Amogelang,Regional Growth,410000,2025-01-31,2025-02-02,2025-02-09,,Proposal Sent,1,1,1,0,90,0.297,0.0,25316.68,18755.0,-18755.0,,BWP,1,8,Hot,8,6,470.6,1,64,78,Sales Ready,5,5,5,0,0,0,0,0,0,0,535.8,2025-01-28 20:52:10,2025-06-06 06:49:42,/services
CL12103,SESS72103,144.17.250.54,Large,India,International,Bengaluru,12.9716,77.5946,Medium,0.55,Mining,SME Security Package,SME,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR007,Neo,International Expansion,520000,2025-06-02,2025-06-03,,,Demo Requested,1,1,0,0,70,0.4189,0.0,18346.51,9636.35,-9636.35,,BWP,1,9,High,9,6,407.7,0,88,78,Sales Ready,11,11,11,2,2,0,0,0,4,0,472.8,2025-01-08 12:46:06,2025-05-28 00:26:51,/case-studies
CL12104,SESS72104,89.182.9.176,Medium,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Logistics,Threat Detection Platform,Platform,Email Nurture,SME Security Education Series,SR005,Amogelang,Regional Growth,410000,2025-06-21,2025-06-27,,,Demo Requested,1,1,0,0,58,0.1654,0.0,11794.78,15686.0,-15686.0,,BWP,1,6,Medium,6,6,456.7,0,52,55,Nurture,10,10,10,0,1,0,0,0,1,1,428.6,2025-02-09 23:08:37,2025-06-30 03:17:23,/services
CL12105,SESS72105,159.29.13.100,Small,Kenya,Wider Africa,Mombasa,-4.0435,39.6682,High,0.58,Retail,Cloud Security Analytics,Analytics,Direct Visit,Organic Website Visit,SR006,Boitumelo,Regional Growth,400000,2025-05-01,2025-05-03,2025-05-06,,Proposal Sent,1,1,1,0,86,0.3349,0.0,11540.91,7580.43,-7580.43,,BWP,1,6,Hot,6,6,396.7,0,52,71,Sales Ready,12,12,12,3,1,0,0,1,5,1,554.9,2025-01-07 07:14:50,2025-06-23 10:49:27,/schedule-demo
CL12106,SESS72106,160.203.85.248,Medium,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Education,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR005,Amogelang,Regional Growth,410000,2025-05-18,2025-05-19,2025-05-27,,Proposal Sent,1,1,1,0,76,0.281,0.0,18509.73,14492.5,-14492.5,,BWP,1,7,High,7,6,360.6,0,54,66,Sales Ready,16,16,16,2,2,0,0,1,5,0,457.2,2025-01-08 07:30:08,2025-06-14 13:04:59,/
CL12107,SESS72107,103.108.235.226,Large,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Mining,Fraud Monitoring Solution,Platform,Google Search,Search Ads - Cybersecurity Help,SR005,Amogelang,Regional Growth,410000,2025-05-19,2025-05-23,2025-05-27,,Proposal Sent,1,1,1,0,75,0.3241,0.0,28870.83,19599.36,-19599.36,,BWP,1,8,High,8,7,507.1,0,76,75,Sales Ready,7,7,7,1,2,0,0,1,4,0,413.6,2025-02-08 15:53:54,2025-06-24 16:01:51,/ai-assistant
CL12108,SESS72108,49.229.201.179,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Education,SME Security Package,SME,Google Search,Search Ads - Cybersecurity Help,SR002,Kagiso,Botswana Core,390000,2025-06-29,,,,Inquiry,1,0,0,0,35,0.0744,0.0,1331.28,3938.22,-3938.22,,BWP,1,7,Low,7,5,499.0,0,54,44,Low Priority,6,6,6,0,0,0,0,0,0,1,616.2,2025-01-05 21:54:19,2025-06-08 03:09:35,/services
CL12109,SESS72109,176.89.103.102,Small,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Hospitality,AI Security Audit,Advisory,Industry Conference,Johannesburg FinTech Cyber Briefing,SR001,Naledi,Botswana Core,420000,2025-03-15,2025-03-17,2025-03-24,,Proposal Sent,1,1,1,0,44,0.1194,0.0,3504.86,6458.68,-6458.68,,BWP,1,6,Low,6,6,324.0,0,52,48,Nurture,9,9,9,0,0,0,0,1,1,1,509.7,2025-02-05 22:55:24,2025-04-23 06:08:42,/
CL12110,SESS72110,139.119.28.35,Medium,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Legal Services,Executive Cyber Training,Training,LinkedIn Campaign,B2B Security Decision-Makers,SR006,Boitumelo,Regional Growth,400000,2025-02-07,,,,Inquiry,1,0,0,0,34,0.0847,0.0,1448.44,3762.0,-3762.0,,BWP,1,5,Low,5,4,341.0,0,40,37,Low Priority,17,17,17,0,1,0,0,0,1,2,517.1,2025-01-09 02:20:59,2025-06-30 21:04:19,/
CL12111,SESS72111,133.179.254.221,Small,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Government,AI Security Audit,Advisory,Industry Conference,Johannesburg FinTech Cyber Briefing,SR005,Amogelang,Regional Growth,410000,2025-04-16,2025-04-21,,,Demo Requested,1,1,0,0,43,0.1166,0.0,4559.87,8605.74,-8605.74,,BWP,1,6,Low,6,6,368.2,0,52,47,Nurture,6,6,6,1,1,0,0,0,2,0,533.5,2025-02-07 12:52:28,2025-06-29 03:27:26,/pricing
CL12112,SESS72112,148.106.230.114,Small,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Retail,SME Security Package,SME,Industry Conference,Johannesburg FinTech Cyber Briefing,SR002,Kagiso,Botswana Core,390000,2025-04-19,2025-04-20,,,Demo Requested,1,1,0,0,44,0.1433,0.0,2866.24,4401.54,-4401.54,,BWP,1,7,Low,7,5,457.6,0,44,44,Low Priority,9,9,9,1,0,0,0,0,1,0,555.1,2025-01-10 05:52:28,2025-05-31 19:59:11,/
CL12113,SESS72113,79.159.193.233,Micro,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Retail,SME Security Package,SME,Industry Conference,Johannesburg FinTech Cyber Briefing,SR005,Amogelang,Regional Growth,410000,2025-02-10,2025-02-15,2025-02-17,,Proposal Sent,1,1,1,0,71,0.4116,0.0,5865.65,3135.0,-3135.0,,BWP,1,7,High,7,6,403.3,0,54,63,Nurture,10,10,10,0,1,0,0,0,1,0,501.8,2025-01-06 10:25:51,2025-06-10 15:20:54,/services
CL12114,SESS72114,120.159.229.242,Large,Ethiopia,Wider Africa,Addis Ababa,8.9806,38.7578,Emerging,0.32,Financial Services,AI Security Audit,Advisory,LinkedIn Campaign,B2B Security Decision-Makers,SR005,Amogelang,Regional Growth,410000,2025-05-02,2025-05-08,2025-05-16,,Proposal Sent,1,1,1,0,48,0.1073,0.0,7295.33,14960.0,-14960.0,,BWP,1,9,Medium,9,6,513.6,0,58,52,Nurture,9,9,9,1,3,0,0,1,5,1,615.1,2025-01-22 14:46:50,2025-06-20 13:27:10,/ai-assistant
CL12115,SESS72115,167.245.127.154,Large,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Legal Services,Fraud Monitoring Solution,Platform,Direct Visit,Organic Website Visit,SR005,Amogelang,Regional Growth,410000,2025-01-04,2025-01-05,2025-01-12,,Proposal Sent,1,1,1,0,62,0.1943,0.0,13429.74,15206.4,-15206.4,,BWP,1,10,Medium,10,6,409.4,0,70,66,Sales Ready,12,12,12,3,2,0,0,0,5,1,535.2,2025-01-27 08:28:26,2025-06-21 09:03:26,/
CL12116,SESS72116,55.4.239.226,Micro,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Logistics,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR006,Boitumelo,Regional Growth,400000,2025-06-20,,,,Inquiry,1,0,0,0,40,0.1005,0.0,2358.88,5161.2,-5161.2,,BWP,1,6,Low,6,3,519.7,0,22,32,Low Priority,6,6,6,0,0,0,0,0,0,1,752.0,2025-01-14 10:57:00,2025-03-23 23:52:55,/case-studies
CL12117,SESS72117,143.245.46.208,Small,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Legal Services,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-02-28,2025-03-06,2025-03-11,,Proposal Sent,1,1,1,0,68,0.348,0.0,12268.74,7755.98,-7755.98,,BWP,1,10,High,10,8,480.2,0,90,78,Sales Ready,12,12,12,2,0,0,0,1,3,0,419.1,2025-01-08 10:56:36,2025-06-26 14:43:10,/
CL12118,SESS72118,116.81.101.237,Large,Germany,International,Berlin,52.52,13.405,High,0.69,Financial Services,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR008,Lesedi,International Expansion,500000,2025-01-10,2025-01-14,,,Demo Requested,1,1,0,0,53,0.2613,0.0,22940.19,19314.24,-19314.24,,BWP,1,6,Medium,6,5,411.7,0,52,53,Nurture,6,6,6,1,0,0,0,0,1,0,375.0,2025-01-18 03:22:35,2025-05-24 08:18:25,/pricing
CL12119,SESS72119,109.156.253.204,Large,Botswana,SADC,Maun,-19.9833,23.4167,High,0.42,Logistics,SME Security Package,SME,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-01-26,,,,Inquiry,1,0,0,0,63,0.365,0.0,11604.8,6994.94,-6994.94,,BWP,1,8,Medium,8,5,385.8,1,64,63,Nurture,5,5,5,0,0,0,0,0,0,0,562.6,2025-01-23 17:24:24,2025-05-25 23:14:09,/pricing
CL12120,SESS72120,68.4.8.131,Micro,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Retail,AI Security Audit,Advisory,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-02-23,2025-02-27,2025-03-07,2025-03-10,Contract Confirmed,1,1,1,1,79,0.362,21516.74,9471.07,5755.86,15760.88,15.0,BWP,1,8,High,8,8,389.2,0,76,78,Sales Ready,7,7,7,1,0,2,0,0,3,0,506.4,2025-01-06 16:53:28,2025-05-20 03:43:21,/events/webinar
CL12121,SESS72121,183.97.231.237,Small,United Kingdom,International,London,51.5072,-0.1276,High,0.71,Retail,SME Security Package,SME,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR008,Lesedi,International Expansion,500000,2025-03-02,,,,Inquiry,1,0,0,0,55,0.3018,0.0,6596.34,4809.09,-4809.09,,BWP,1,4,Medium,4,4,367.0,0,28,43,Low Priority,9,9,9,0,1,1,0,0,2,0,506.6,2025-01-01 22:38:04,2025-06-26 07:19:09,/services
CL12122,SESS72122,105.51.28.47,Medium,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Retail,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR004,Thato,South Africa Enterprise,460000,2025-01-09,,,,Inquiry,1,0,0,0,84,0.3663,0.0,29123.24,17493.3,-17493.3,,BWP,1,7,Hot,7,5,529.9,0,54,70,Sales Ready,8,8,8,0,0,0,0,0,0,1,591.0,2025-03-14 17:40:47,2025-06-29 10:23:24,/pricing
CL12123,SESS72123,167.57.225.230,Small,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Legal Services,Cloud Security Analytics,Analytics,Referral,Partner Referral Programme,SR003,Lorato,South Africa Enterprise,480000,2025-03-03,2025-03-09,,,Demo Requested,1,1,0,0,51,0.2307,0.0,8132.73,7755.98,-7755.98,,BWP,1,7,Medium,7,6,316.7,1,62,56,Nurture,11,11,11,3,2,1,0,0,6,2,995.3,2025-01-27 12:49:00,2025-06-18 14:33:00,/schedule-demo
CL12124,SESS72124,152.23.7.45,Medium,United States,International,Austin,30.2672,-97.7431,High,0.76,Telecommunications,SME Security Package,SME,Google Search,Search Ads - Cybersecurity Help,SR008,Lesedi,International Expansion,500000,2025-02-13,2025-02-20,2025-02-27,2025-03-04,Contract Confirmed,1,1,1,1,87,0.4782,44303.32,16082.88,7398.6,36904.72,19.0,BWP,1,9,Hot,9,8,432.1,0,88,87,Urgent Follow-up,9,9,9,1,1,0,0,0,2,0,440.7,2025-01-07 11:47:44,2025-06-23 01:14:55,/
CL12125,SESS72125,69.210.0.166,Micro,Germany,International,Berlin,52.52,13.405,High,0.69,Mining,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR007,Neo,International Expansion,520000,2025-03-22,2025-03-28,,,Demo Requested,1,1,0,0,63,0.365,0.0,7493.89,4517.04,-4517.04,,BWP,1,8,Medium,8,6,405.2,0,66,64,Nurture,6,6,6,1,1,1,0,0,3,1,493.3,2025-01-08 23:53:10,2025-06-11 00:11:22,/services
CL12126,SESS72126,121.65.64.183,Medium,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Logistics,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR005,Amogelang,Regional Growth,410000,2025-03-23,,,,Inquiry,1,0,0,0,51,0.2016,0.0,8626.04,9411.6,-9411.6,,BWP,1,6,Medium,6,4,486.2,0,32,42,Low Priority,10,10,10,0,0,1,0,0,1,2,807.1,2025-01-10 01:47:40,2025-06-10 09:54:17,/
CL12127,SESS72127,70.216.134.219,Large,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Retail,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR006,Boitumelo,Regional Growth,400000,2025-03-15,,,,Inquiry,1,0,0,0,52,0.1617,0.0,15241.1,20732.8,-20732.8,,BWP,1,5,Medium,5,3,458.2,1,18,37,Low Priority,12,12,12,0,2,0,0,0,2,0,565.8,2025-01-09 22:16:49,2025-05-26 12:40:37,/
CL12128,SESS72128,169.120.84.89,Micro,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Financial Services,Threat Detection Platform,Platform,Direct Visit,Organic Website Visit,SR006,Boitumelo,Regional Growth,400000,2025-03-12,2025-03-13,,,Demo Requested,1,1,0,0,46,0.0884,0.0,5136.99,12787.5,-12787.5,,BWP,1,8,Medium,8,6,388.6,0,66,55,Nurture,11,11,11,1,3,0,0,0,4,1,405.7,2025-01-27 09:21:22,2025-06-07 07:32:22,/ai-assistant
CL12129,SESS72129,142.246.250.16,Small,Botswana,SADC,Maun,-19.9833,23.4167,High,0.42,Financial Services,Threat Detection Platform,Platform,Industry Conference,Johannesburg FinTech Cyber Briefing,SR001,Naledi,Botswana Core,420000,2025-01-22,,,,Inquiry,1,0,0,0,75,0.3412,0.0,27848.29,17953.65,-17953.65,,BWP,1,8,High,8,6,357.8,0,66,71,Sales Ready,9,9,9,0,0,1,0,0,1,0,453.1,2025-01-03 22:44:59,2025-05-19 16:33:09,/
CL12130,SESS72130,181.230.42.137,Micro,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Legal Services,AI Security Audit,Advisory,Direct Visit,Organic Website Visit,SR003,Lorato,South Africa Enterprise,480000,2025-01-07,,,,Inquiry,1,0,0,0,51,0.1433,0.0,3551.76,5452.92,-5452.92,,BWP,1,6,Medium,6,5,461.3,0,42,47,Nurture,4,4,4,0,0,0,0,0,0,0,459.8,2025-02-01 07:01:04,2025-05-31 01:07:30,/
CL12131,SESS72131,68.26.141.206,Micro,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Logistics,Cloud Security Analytics,Analytics,Industry Conference,Johannesburg FinTech Cyber Briefing,SR002,Kagiso,Botswana Core,390000,2025-02-15,2025-02-20,2025-03-01,,Proposal Sent,1,1,1,0,60,0.2855,0.0,7914.05,6098.72,-6098.72,,BWP,1,6,Medium,6,5,457.2,0,42,52,Nurture,12,12,12,5,1,0,0,0,6,2,468.5,2025-01-07 03:43:03,2025-06-15 23:23:44,/schedule-demo
CL12132,SESS72132,132.181.253.114,Small,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Legal Services,Threat Detection Platform,Platform,Email Nurture,SME Security Education Series,SR006,Boitumelo,Regional Growth,400000,2025-05-25,,,,Inquiry,1,0,0,0,61,0.1832,0.0,9965.0,11969.1,-11969.1,,BWP,1,6,Medium,6,5,501.3,0,42,52,Nurture,11,11,11,0,0,0,0,0,0,0,524.2,2025-01-21 09:08:38,2025-06-19 20:40:12,/
CL12133,SESS72133,192.3.218.90,Small,Lesotho,SADC,Maseru,-29.3158,27.4869,Emerging,0.28,Mining,Cloud Security Analytics,Analytics,Referral,Partner Referral Programme,SR002,Kagiso,Botswana Core,390000,2025-06-29,2025-07-01,,,Demo Requested,1,1,0,0,56,0.221,0.0,10042.4,9996.59,-9996.59,,BWP,1,9,Medium,9,5,498.0,0,58,57,Nurture,13,13,13,2,1,1,0,0,4,1,485.4,2025-01-19 18:22:12,2025-06-28 17:39:42,/services
CL12134,SESS72134,70.28.102.140,Large,United States,International,Austin,30.2672,-97.7431,High,0.76,Logistics,Cloud Security Analytics,Analytics,Referral,Partner Referral Programme,SR007,Neo,International Expansion,520000,2025-06-20,,,,Inquiry,1,0,0,0,63,0.399,0.0,25779.32,14215.28,-14215.28,,BWP,1,6,Medium,6,5,365.5,0,42,54,Nurture,15,15,15,0,0,0,0,0,0,1,470.6,2025-01-05 07:57:23,2025-06-20 22:43:36,/
CL12135,SESS72135,56.188.244.9,Large,Ethiopia,Wider Africa,Addis Ababa,8.9806,38.7578,Emerging,0.32,Telecommunications,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR005,Amogelang,Regional Growth,410000,2025-04-14,2025-04-15,,,Demo Requested,1,1,0,0,82,0.3355,0.0,22767.56,14927.62,-14927.62,,BWP,1,7,Hot,7,6,383.4,0,64,74,Sales Ready,12,12,12,2,1,1,0,0,4,0,484.6,2025-01-07 18:39:51,2025-06-29 05:08:28,/case-studies
CL12136,SESS72136,130.71.62.146,Enterprise,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Healthcare,Executive Cyber Training,Training,Email Nurture,SME Security Education Series,SR005,Amogelang,Regional Growth,410000,2025-04-19,2025-04-21,2025-04-23,,Proposal Sent,1,1,1,0,81,0.4468,0.0,14473.78,7126.9,-7126.9,,BWP,1,10,Hot,10,8,404.1,0,100,90,Urgent Follow-up,8,8,8,2,0,0,0,0,2,0,520.1,2025-01-26 19:13:40,2025-06-14 06:53:57,/contact
CL12137,SESS72137,127.9.3.110,Large,Mauritius,SADC,Port Louis,-20.1609,57.5012,Medium,0.48,Logistics,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-03-10,,,,Inquiry,1,0,0,0,57,0.2445,0.0,7772.76,6994.94,-6994.94,,BWP,1,6,Medium,6,5,505.3,0,52,55,Nurture,12,12,12,0,0,1,0,0,1,2,727.8,2025-01-21 23:30:28,2025-06-29 21:57:59,/services
CL12138,SESS72138,54.62.157.75,Large,Mauritius,SADC,Port Louis,-20.1609,57.5012,Medium,0.48,Education,Fraud Monitoring Solution,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR004,Thato,South Africa Enterprise,460000,2025-05-28,2025-06-04,2025-06-12,,Proposal Sent,1,1,1,0,77,0.3459,0.0,24389.16,15510.53,-15510.53,,BWP,1,7,High,7,6,527.4,0,54,67,Sales Ready,6,6,6,1,1,0,0,1,3,0,467.8,2025-01-26 02:07:32,2025-06-20 11:56:01,/
CL12139,SESS72139,171.253.179.102,Large,India,International,Bengaluru,12.9716,77.5946,Medium,0.55,Government,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR007,Neo,International Expansion,520000,2025-05-27,2025-05-29,2025-06-05,,Proposal Sent,1,1,1,0,75,0.3273,0.0,45215.27,30387.74,-30387.74,,BWP,1,10,High,10,8,459.6,0,100,86,Urgent Follow-up,12,12,12,0,2,0,0,1,3,2,405.5,2025-01-09 16:21:02,2025-06-26 22:52:10,/services
CL12140,SESS72140,183.13.203.8,Medium,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Education,SME Security Package,SME,Google Search,Search Ads - Cybersecurity Help,SR003,Lorato,South Africa Enterprise,480000,2025-06-08,,,,Inquiry,1,0,0,0,51,0.1954,0.0,4484.55,5049.0,-5049.0,,BWP,1,6,Medium,6,5,410.8,0,42,47,Nurture,10,10,10,0,5,0,0,0,5,2,639.3,2025-02-02 14:13:46,2025-05-16 11:00:13,/ai-assistant
CL12141,SESS72141,62.17.42.8,Medium,United Arab Emirates,International,Dubai,25.2048,55.2708,High,0.63,Education,AI Security Audit,Advisory,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR008,Lesedi,International Expansion,500000,2025-06-15,,,,Inquiry,1,0,0,0,42,0.1272,0.0,5421.37,9378.05,-9378.05,,BWP,1,7,Low,7,5,418.6,0,44,43,Low Priority,8,8,8,0,1,0,0,0,1,0,446.2,2025-01-03 20:48:32,2025-06-21 19:27:42,/pricing
CL12142,SESS72142,54.136.83.215,Medium,Ethiopia,Wider Africa,Addis Ababa,8.9806,38.7578,Emerging,0.32,Education,AI Security Audit,Advisory,Industry Conference,Johannesburg FinTech Cyber Briefing,SR006,Boitumelo,Regional Growth,400000,2025-04-01,2025-04-03,2025-04-06,2025-04-14,Contract Confirmed,1,1,1,1,78,0.2901,51096.62,10481.35,7947.5,43149.12,13.0,BWP,1,9,High,9,8,471.3,0,88,82,Urgent Follow-up,8,8,8,0,2,1,1,0,4,0,365.0,2025-01-04 19:18:01,2025-06-30 23:47:36,/ai-assistant
CL12143,SESS72143,143.134.18.149,Small,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Education,Cloud Security Analytics,Analytics,Google Search,Search Ads - Cybersecurity Help,SR003,Lorato,South Africa Enterprise,480000,2025-05-27,,,,Inquiry,1,0,0,0,73,0.3615,0.0,12035.02,7325.09,-7325.09,,BWP,1,7,High,7,3,462.7,1,22,50,Nurture,12,12,12,0,0,1,0,0,1,1,504.9,2025-01-21 01:55:43,2025-05-26 03:48:05,/services
CL12144,SESS72144,88.24.234.244,Micro,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Telecommunications,Cloud Security Analytics,Analytics,Referral,Partner Referral Programme,SR004,Thato,South Africa Enterprise,460000,2025-06-02,2025-06-08,2025-06-12,,Proposal Sent,1,1,1,0,68,0.4129,0.0,14182.89,7557.11,-7557.11,,BWP,1,7,High,7,7,327.7,0,64,66,Sales Ready,12,12,12,1,1,0,0,0,2,1,454.2,2025-01-26 00:09:36,2025-05-29 09:48:27,/
CL12145,SESS72145,123.237.165.94,Small,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Healthcare,Threat Detection Platform,Platform,Regional Roadshow,Windhoek SME Security Roadshow,SR001,Naledi,Botswana Core,420000,2025-03-09,2025-03-11,2025-03-19,,Proposal Sent,1,1,1,0,80,0.3006,0.0,21590.93,15799.21,-15799.21,,BWP,1,6,High,6,5,509.7,0,42,63,Nurture,6,6,6,1,0,0,0,0,1,0,469.7,2025-01-10 06:14:55,2025-06-15 06:51:05,/contact
CL12146,SESS72146,150.247.235.146,Enterprise,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Healthcare,Fraud Monitoring Solution,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR006,Boitumelo,Regional Growth,400000,2025-06-20,2025-06-21,2025-06-27,2025-07-09,Contract Confirmed,1,1,1,1,63,0.3004,49374.5,30730.91,22506.0,26868.5,19.0,BWP,1,7,Medium,7,7,490.7,0,64,63,Nurture,12,12,12,2,1,0,1,0,4,1,604.8,2025-01-03 23:20:38,2025-06-21 04:39:30,/
CL12147,SESS72147,41.24.57.12,Medium,Lesotho,SADC,Maseru,-29.3158,27.4869,Emerging,0.28,Financial Services,SME Security Package,SME,Industry Conference,Johannesburg FinTech Cyber Briefing,SR002,Kagiso,Botswana Core,390000,2025-01-23,2025-01-27,2025-02-02,,Proposal Sent,1,1,1,0,57,0.2336,0.0,7883.94,7425.0,-7425.0,,BWP,1,7,Medium,7,6,438.7,0,54,56,Nurture,7,7,7,2,0,0,0,1,3,0,389.1,2025-01-04 18:09:24,2025-06-07 10:21:20,/schedule-demo
CL12148,SESS72148,116.42.38.76,Large,Botswana,SADC,Maun,-19.9833,23.4167,High,0.42,Financial Services,Threat Detection Platform,Platform,Industry Conference,Johannesburg FinTech Cyber Briefing,SR004,Thato,South Africa Enterprise,460000,2025-06-30,2025-07-03,,,Demo Requested,1,1,0,0,95,0.3917,0.0,52459.87,29462.4,-29462.4,,BWP,1,6,Hot,6,4,507.2,0,32,67,Sales Ready,9,9,9,1,0,0,0,0,1,1,508.1,2025-02-20 23:36:32,2025-06-27 19:09:20,/
