client_id,session_id,c_ip,company_size,country,country_group,city,latitude,longitude,market_priority,market_saturation_index,industry,service_type,service_category,marketing_channel,campaign_name,sales_rep_id,sales_rep_name,sales_team,monthly_rep_target,inquiry_date,demo_date,proposal_date,close_date,current_stage,has_inquiry,has_demo,has_proposal,converted,lead_score,conversion_probability,actual_revenue,forecast_revenue,target_revenue,revenue_gap,sales_cycle_days,currency,web_visit_count,inquiry_submit_count,demo_request_count,ai_assistant_request_count,contract_confirmation_count,avg_response_time_ms,web_error_count,total_web_events,lead_quality,total_page_views,high_intent_hits,unique_pages_visited,avg_web_response_ms,web_error_hits,first_web_event,last_web_event,intent_score,commercial_readiness_score,priority_band
CL11951,SESS71951,46.222.66.190,Large,Mozambique,SADC,Beira,-19.8333,34.85,Medium,0.31,Financial Services,Fraud Monitoring Solution,Platform,Direct Visit,Organic Website Visit,SR004,Thato,South Africa Enterprise,460000,2025-06-24,2025-06-25,2025-07-02,,Proposal Sent,1,1,1,0,65,0.2279,0.0,23628.14,22809.6,-22809.6,,BWP,4,1,1,0,0,543.4,0,7,Medium,7,5,6,543.4,0,2025-06-24T20:33:00,2025-06-25T08:01:00,64,65,Nurture
CL11952,SESS71952,87.169.233.170,Small,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Legal Services,SME Security Package,SME,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-01-03,2025-01-06,,,Demo Requested,1,1,0,0,33,0.0542,0.0,1026.46,4169.88,-4169.88,,BWP,3,1,1,4,0,462.1,0,9,Low,9,6,5,462.1,0,2025-01-03T18:53:00,2025-01-04T08:39:00,78,53,Nurture
CL11953,SESS71953,187.92.176.25,Medium,Ethiopia,Wider Africa,Addis Ababa,8.9806,38.7578,Emerging,0.32,Healthcare,Cloud Security Analytics,Analytics,Industry Conference,Johannesburg FinTech Cyber Briefing,SR005,Amogelang,Regional Growth,410000,2025-05-26,,,,Inquiry,1,0,0,0,61,0.2348,0.0,12009.47,11253.0,-11253.0,,BWP,5,1,0,0,0,478.5,1,6,Medium,6,3,5,478.5,1,2025-05-26T11:18:00,2025-05-26T19:27:00,40,52,Nurture
CL11954,SESS71954,95.166.152.18,Medium,India,International,Mumbai,19.076,72.8777,Medium,0.55,Financial Services,Cloud Security Analytics,Analytics,Google Search,Search Ads - Cybersecurity Help,SR007,Neo,International Expansion,520000,2025-06-26,2025-07-03,,,Demo Requested,1,1,0,0,55,0.2156,0.0,14790.55,15089.25,-15089.25,,BWP,4,1,1,0,0,492.5,0,6,Medium,6,4,6,492.5,0,2025-06-26T16:49:00,2025-06-26T23:32:00,52,54,Nurture
CL11955,SESS71955,135.222.233.78,Medium,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Mining,Fraud Monitoring Solution,Platform,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-06-17,,,,Inquiry,1,0,0,0,71,0.2764,0.0,20774.68,16536.96,-16536.96,,BWP,7,1,0,0,0,416.1,0,8,High,8,4,5,416.1,0,2025-06-17T18:28:00,2025-06-18T08:54:00,56,64,Nurture
CL11956,SESS71956,69.82.228.41,Medium,South Africa,SADC,Cape Town,-33.9249,18.4241,High,0.64,Government,Executive Cyber Training,Training,LinkedIn Campaign,B2B Security Decision-Makers,SR003,Lorato,South Africa Enterprise,480000,2025-06-26,,,,Inquiry,1,0,0,0,52,0.2705,0.0,6550.66,5326.99,-5326.99,,BWP,8,1,0,1,0,451.3,0,10,Medium,10,5,6,451.3,0,2025-06-26T19:30:00,2025-06-27T11:27:00,70,60,Nurture
CL11957,SESS71957,59.54.168.164,Medium,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Retail,SME Security Package,SME,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-04-22,2025-04-23,2025-04-28,,Proposal Sent,1,1,1,0,91,0.5262,0.0,13496.49,5643.0,-5643.0,,BWP,5,1,1,0,0,445.1,0,8,Hot,8,6,7,445.1,0,2025-04-22T17:11:00,2025-04-23T04:02:00,76,84,Urgent Follow-up
CL11958,SESS71958,186.224.188.183,Medium,Germany,International,Berlin,52.52,13.405,High,0.69,Government,Fraud Monitoring Solution,Platform,Industry Conference,Johannesburg FinTech Cyber Briefing,SR007,Neo,International Expansion,520000,2025-01-19,2025-01-23,,,Demo Requested,1,1,0,0,67,0.3988,0.0,33320.17,18379.68,-18379.68,,BWP,6,1,1,0,0,415.2,0,8,High,8,6,6,415.2,0,2025-01-19T16:06:00,2025-01-20T04:45:00,76,71,Sales Ready
CL11959,SESS71959,195.42.92.209,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Logistics,SME Security Package,SME,Email Nurture,SME Security Education Series,SR001,Naledi,Botswana Core,420000,2025-06-09,2025-06-13,2025-06-23,,Proposal Sent,1,1,1,0,60,0.2368,0.0,5881.73,5464.8,-5464.8,,BWP,4,1,1,0,0,410.7,0,7,Medium,7,4,6,410.7,0,2025-06-09T19:16:00,2025-06-10T07:22:00,54,57,Nurture
CL11960,SESS71960,161.132.165.101,Enterprise,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Legal Services,Fraud Monitoring Solution,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR004,Thato,South Africa Enterprise,460000,2025-05-02,2025-05-03,2025-05-10,2025-05-17,Contract Confirmed,1,1,1,1,78,0.428,125030.29,38692.92,19887.12,105143.17,15.0,BWP,4,1,1,1,1,470.0,0,9,High,9,7,9,470.0,0,2025-05-02T18:10:00,2025-05-03T06:49:00,88,82,Urgent Follow-up
CL11961,SESS71961,161.205.153.88,Medium,United Kingdom,International,London,51.5072,-0.1276,High,0.71,Retail,AI Security Audit,Advisory,Regional Roadshow,Windhoek SME Security Roadshow,SR007,Neo,International Expansion,520000,2025-05-02,,,,Inquiry,1,0,0,0,58,0.2684,0.0,12785.42,10481.35,-10481.35,,BWP,4,1,0,2,0,419.3,0,7,Medium,7,5,5,419.3,0,2025-05-02T15:17:00,2025-05-02T23:25:00,64,61,Nurture
CL11962,SESS71962,82.91.5.193,Small,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Hospitality,SME Security Package,SME,Email Nurture,SME Security Education Series,SR001,Naledi,Botswana Core,420000,2025-03-29,,,,Inquiry,1,0,0,0,43,0.1183,0.0,2043.67,3799.22,-3799.22,,BWP,3,1,0,2,0,500.5,0,6,Low,6,4,5,500.5,0,2025-03-29T19:43:00,2025-03-30T02:10:00,52,47,Nurture
CL11963,SESS71963,74.93.22.33,Enterprise,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Healthcare,Executive Cyber Training,Training,Industry Conference,Johannesburg FinTech Cyber Briefing,SR004,Thato,South Africa Enterprise,460000,2025-04-25,2025-04-28,2025-05-07,,Proposal Sent,1,1,1,0,74,0.5696,0.0,19929.41,7697.05,-7697.05,,BWP,3,1,1,2,0,476.2,0,8,High,8,5,6,476.2,0,2025-04-25T15:25:00,2025-04-26T04:13:00,66,70,Sales Ready
CL11964,SESS71964,83.215.237.115,Medium,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Financial Services,AI Security Audit,Advisory,Direct Visit,Organic Website Visit,SR003,Lorato,South Africa Enterprise,480000,2025-02-05,,,,Inquiry,1,0,0,0,50,0.1218,0.0,6987.04,12622.5,-12622.5,,BWP,3,1,0,1,0,317.0,0,5,Medium,5,3,5,317.0,0,2025-02-05T17:07:00,2025-02-05T23:24:00,40,46,Nurture
CL11965,SESS71965,98.43.220.94,Small,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Logistics,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-05-23,2025-05-30,,,Demo Requested,1,1,0,0,82,0.3222,0.0,19354.25,13213.89,-13213.89,,BWP,8,1,1,0,0,252.5,0,10,Hot,10,8,6,252.5,0,2025-05-23T10:09:00,2025-05-23T22:14:00,100,90,Urgent Follow-up
CL11966,SESS71966,62.119.85.3,Medium,Mauritius,SADC,Port Louis,-20.1609,57.5012,Medium,0.48,Retail,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR004,Thato,South Africa Enterprise,460000,2025-01-18,2025-01-25,,,Demo Requested,1,1,0,0,51,0.2132,0.0,4156.9,4288.68,-4288.68,,BWP,2,1,1,2,0,503.0,0,6,Medium,6,4,5,503.0,0,2025-01-18T20:15:00,2025-01-19T04:51:00,52,51,Nurture
CL11967,SESS71967,71.199.70.214,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Mining,Executive Cyber Training,Training,LinkedIn Campaign,B2B Security Decision-Makers,SR003,Lorato,South Africa Enterprise,480000,2025-05-21,,,,Inquiry,1,0,0,0,38,0.1206,0.0,2239.25,4084.63,-4084.63,,BWP,5,1,0,0,0,469.7,0,6,Low,6,3,4,469.7,0,2025-05-21T16:03:00,2025-05-22T00:13:00,42,40,Low Priority
CL11968,SESS71968,165.49.241.19,Medium,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Government,Fraud Monitoring Solution,Platform,Direct Visit,Organic Website Visit,SR004,Thato,South Africa Enterprise,460000,2025-06-08,,,,Inquiry,1,0,0,0,73,0.2994,0.0,22891.13,16822.08,-16822.08,,BWP,4,1,0,0,0,358.0,0,5,High,5,3,4,358.0,0,2025-06-08T16:21:00,2025-06-08T21:33:00,40,58,Nurture
CL11969,SESS71969,153.189.158.171,Small,United States,International,Austin,30.2672,-97.7431,High,0.76,Government,Cloud Security Analytics,Analytics,Referral,Partner Referral Programme,SR008,Lesedi,International Expansion,500000,2025-04-08,,,,Inquiry,1,0,0,0,50,0.2399,0.0,12115.56,11110.52,-11110.52,,BWP,2,1,0,2,0,357.2,0,5,Medium,5,3,4,357.2,0,2025-04-08T12:48:00,2025-04-08T16:57:00,40,46,Nurture
CL11970,SESS71970,162.190.103.49,Enterprise,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Mining,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR006,Boitumelo,Regional Growth,400000,2025-04-15,2025-04-20,2025-04-23,2025-05-07,Contract Confirmed,1,1,1,1,64,0.3598,14941.97,12291.55,7515.64,7426.33,22.0,BWP,4,1,1,0,1,398.1,1,8,Medium,8,6,8,398.1,1,2025-04-15T20:47:00,2025-04-16T08:58:00,74,68,Sales Ready
CL11971,SESS71971,92.153.98.232,Small,Germany,International,Berlin,52.52,13.405,High,0.69,Legal Services,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR007,Neo,International Expansion,520000,2025-03-09,2025-03-16,2025-03-24,,Proposal Sent,1,1,1,0,70,0.3388,0.0,21750.7,14123.54,-14123.54,,BWP,4,1,1,0,0,404.7,0,7,High,7,4,6,404.7,0,2025-03-09T14:46:00,2025-03-09T22:22:00,54,63,Nurture
CL11972,SESS71972,128.223.195.138,Micro,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Mining,Cloud Security Analytics,Analytics,Email Nurture,SME Security Education Series,SR002,Kagiso,Botswana Core,390000,2025-06-26,2025-07-01,,,Demo Requested,1,1,0,0,68,0.3105,0.0,10852.65,7689.69,-7689.69,,BWP,4,1,1,1,0,476.0,0,7,High,7,4,6,476.0,0,2025-06-26T11:25:00,2025-06-26T23:20:00,54,62,Nurture
CL11973,SESS71973,122.196.215.107,Medium,Zambia,SADC,Ndola,-12.9587,28.6366,Medium,0.38,Financial Services,SME Security Package,SME,Referral,Partner Referral Programme,SR002,Kagiso,Botswana Core,390000,2025-05-22,2025-05-24,,,Demo Requested,1,1,0,0,65,0.3642,0.0,12291.03,7425.0,-7425.0,,BWP,4,1,1,1,0,393.3,0,7,Medium,7,5,6,393.3,0,2025-05-22T21:48:00,2025-05-23T04:52:00,64,65,Nurture
CL11974,SESS71974,182.5.70.115,Micro,Kenya,Wider Africa,Mombasa,-4.0435,39.6682,High,0.58,Telecommunications,Cloud Security Analytics,Analytics,Referral,Partner Referral Programme,SR006,Boitumelo,Regional Growth,400000,2025-03-20,2025-03-25,,,Demo Requested,1,1,0,0,41,0.1215,0.0,3864.66,6997.32,-6997.32,,BWP,5,1,1,0,0,418.9,0,7,Low,7,5,6,418.9,0,2025-03-20T13:48:00,2025-03-21T01:48:00,64,51,Nurture
CL11975,SESS71975,185.56.244.54,Large,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Healthcare,AI Security Audit,Advisory,Direct Visit,Organic Website Visit,SR003,Lorato,South Africa Enterprise,480000,2025-02-10,2025-02-17,,,Demo Requested,1,1,0,0,78,0.2993,0.0,19340.58,14217.98,-14217.98,,BWP,3,1,1,3,0,432.6,0,8,High,8,6,6,432.6,0,2025-02-10T11:38:00,2025-02-10T19:46:00,76,77,Sales Ready
CL11976,SESS71976,69.45.8.232,Large,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Retail,Threat Detection Platform,Platform,Direct Visit,Organic Website Visit,SR001,Naledi,Botswana Core,420000,2025-02-19,2025-02-24,2025-03-01,,Proposal Sent,1,1,1,0,56,0.1383,0.0,14081.08,22391.42,-22391.42,,BWP,4,1,1,1,0,418.1,0,8,Medium,8,6,8,418.1,0,2025-02-19T17:18:00,2025-02-20T05:49:00,76,65,Nurture
CL11977,SESS71977,65.121.234.204,Small,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Financial Services,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR006,Boitumelo,Regional Growth,400000,2025-04-07,,,,Inquiry,1,0,0,0,77,0.278,0.0,11521.53,9116.25,-9116.25,,BWP,2,1,0,1,0,482.8,0,4,High,4,2,4,482.8,0,2025-04-07T21:58:00,2025-04-08T03:59:00,28,55,Nurture
CL11978,SESS71978,94.162.166.120,Large,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Financial Services,Fraud Monitoring Solution,Platform,Google Search,Search Ads - Cybersecurity Help,SR006,Boitumelo,Regional Growth,400000,2025-06-22,2025-06-28,,,Demo Requested,1,1,0,0,64,0.2336,0.0,22429.2,21120.0,-21120.0,,BWP,5,1,1,1,0,499.9,0,8,Medium,8,6,6,499.9,0,2025-06-22T09:23:00,2025-06-22T19:49:00,76,69,Sales Ready
CL11979,SESS71979,116.180.25.173,Medium,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Healthcare,Fraud Monitoring Solution,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR002,Kagiso,Botswana Core,390000,2025-05-22,2025-05-23,2025-05-26,,Proposal Sent,1,1,1,0,55,0.2006,0.0,14300.25,15681.6,-15681.6,,BWP,4,1,1,0,0,384.1,0,7,Medium,7,5,7,384.1,0,2025-05-22T13:35:00,2025-05-23T00:31:00,64,59,Nurture
CL11980,SESS71980,112.162.0.47,Small,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Education,Fraud Monitoring Solution,Platform,Google Search,Search Ads - Cybersecurity Help,SR002,Kagiso,Botswana Core,390000,2025-02-18,2025-02-19,2025-02-25,,Proposal Sent,1,1,1,0,67,0.2716,0.0,11668.71,9451.73,-9451.73,,BWP,7,1,1,0,0,448.1,1,10,High,10,7,7,448.1,1,2025-02-18T16:29:00,2025-02-19T04:04:00,88,76,Sales Ready
CL11981,SESS71981,88.175.246.184,Large,Kenya,Wider Africa,Mombasa,-4.0435,39.6682,High,0.58,Retail,Threat Detection Platform,Platform,Email Nurture,SME Security Education Series,SR005,Amogelang,Regional Growth,410000,2025-06-10,,,,Inquiry,1,0,0,0,71,0.2329,0.0,21945.95,20732.8,-20732.8,,BWP,8,1,0,0,0,540.0,0,9,High,9,5,4,540.0,0,2025-06-10T19:08:00,2025-06-11T07:52:00,68,70,Sales Ready
CL11982,SESS71982,79.117.26.184,Small,South Africa,SADC,Cape Town,-33.9249,18.4241,High,0.64,Logistics,SME Security Package,SME,Google Search,Search Ads - Cybersecurity Help,SR002,Kagiso,Botswana Core,390000,2025-03-22,2025-03-24,2025-03-29,2025-04-02,Contract Confirmed,1,1,1,1,77,0.4036,22045.91,7819.63,4262.54,17783.37,11.0,BWP,9,1,1,2,1,471.6,0,15,High,15,11,8,471.6,0,2025-03-22T14:06:00,2025-03-23T15:45:00,100,87,Urgent Follow-up
CL11983,SESS71983,92.250.101.159,Medium,Zimbabwe,SADC,Bulawayo,-20.1325,28.6265,Medium,0.46,Education,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR003,Lorato,South Africa Enterprise,480000,2025-06-09,2025-06-10,,,Demo Requested,1,1,0,0,45,0.1934,0.0,3374.03,3837.24,-3837.24,,BWP,5,1,1,0,0,345.6,0,7,Low,7,5,5,345.6,0,2025-06-09T14:12:00,2025-06-10T01:08:00,64,54,Nurture
CL11984,SESS71984,72.137.244.171,Large,South Africa,SADC,Cape Town,-33.9249,18.4241,High,0.64,Government,Cloud Security Analytics,Analytics,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-02-23,2025-03-01,2025-03-04,,Proposal Sent,1,1,1,0,76,0.3541,0.0,26855.99,16687.5,-16687.5,,BWP,4,1,1,0,0,465.6,0,7,High,7,5,7,465.6,0,2025-02-23T18:34:00,2025-02-24T01:06:00,64,71,Sales Ready
CL11985,SESS71985,92.253.58.104,Small,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Government,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR006,Boitumelo,Regional Growth,400000,2025-05-03,2025-05-05,,,Demo Requested,1,1,0,0,57,0.2535,0.0,5833.43,5062.2,-5062.2,,BWP,7,1,1,1,0,465.5,0,10,Medium,10,8,7,465.5,0,2025-05-03T11:47:00,2025-05-04T01:02:00,100,76,Sales Ready
CL11986,SESS71986,106.156.72.254,Medium,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Education,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR006,Boitumelo,Regional Growth,400000,2025-06-20,2025-06-27,2025-06-30,,Proposal Sent,1,1,1,0,65,0.2518,0.0,9095.47,7947.5,-7947.5,,BWP,6,1,1,1,0,472.6,0,10,Medium,10,7,7,472.6,0,2025-06-20T19:09:00,2025-06-21T09:07:00,90,76,Sales Ready
CL11987,SESS71987,144.46.2.182,Medium,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Government,Cloud Security Analytics,Analytics,Direct Visit,Organic Website Visit,SR001,Naledi,Botswana Core,420000,2025-02-27,2025-02-28,,,Demo Requested,1,1,0,0,78,0.3392,0.0,20098.82,13037.11,-13037.11,,BWP,5,1,1,1,0,527.5,0,8,High,8,6,7,527.5,0,2025-02-27T09:28:00,2025-02-27T19:41:00,76,77,Sales Ready
CL11988,SESS71988,173.115.76.45,Small,Mozambique,SADC,Beira,-19.8333,34.85,Medium,0.31,Telecommunications,Fraud Monitoring Solution,Platform,Direct Visit,Organic Website Visit,SR001,Naledi,Botswana Core,420000,2025-05-15,2025-05-17,2025-05-26,,Proposal Sent,1,1,1,0,46,0.1049,0.0,6043.69,12676.44,-12676.44,,BWP,5,1,1,2,0,387.5,0,10,Medium,10,6,7,387.5,0,2025-05-15T10:57:00,2025-05-16T00:33:00,80,61,Nurture
CL11989,SESS71989,98.56.26.74,Medium,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Logistics,Cloud Security Analytics,Analytics,Google Search,Search Ads - Cybersecurity Help,SR001,Naledi,Botswana Core,420000,2025-06-29,,,,Inquiry,1,0,0,0,51,0.1845,0.0,8526.62,10164.53,-10164.53,,BWP,4,1,0,1,0,333.7,0,6,Medium,6,4,6,333.7,0,2025-06-29T20:20:00,2025-06-30T00:37:00,52,51,Nurture
CL11990,SESS71990,187.163.195.62,Small,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Mining,Fraud Monitoring Solution,Platform,Referral,Partner Referral Programme,SR006,Boitumelo,Regional Growth,400000,2025-02-04,,,,Inquiry,1,0,0,0,58,0.2707,0.0,14698.16,11943.36,-11943.36,,BWP,6,1,0,0,0,456.3,0,7,Medium,7,5,5,456.3,0,2025-02-04T11:29:00,2025-02-04T20:18:00,64,61,Nurture
CL11991,SESS71991,116.163.138.186,Micro,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Education,Cloud Security Analytics,Analytics,Referral,Partner Referral Programme,SR005,Amogelang,Regional Growth,410000,2025-01-22,,,,Inquiry,1,0,0,0,52,0.2,0.0,4743.73,5217.3,-5217.3,,BWP,3,1,0,0,0,375.8,1,4,Medium,4,1,3,375.8,1,2025-01-22T08:54:00,2025-01-22T11:49:00,16,36,Low Priority
CL11992,SESS71992,166.91.66.9,Enterprise,United Kingdom,International,London,51.5072,-0.1276,High,0.71,Legal Services,Executive Cyber Training,Training,Email Nurture,SME Security Education Series,SR007,Neo,International Expansion,520000,2025-05-12,,,,Inquiry,1,0,0,0,76,0.5006,0.0,15657.21,6880.7,-6880.7,,BWP,7,1,0,3,0,401.1,0,11,High,11,8,5,401.1,0,2025-05-12T16:44:00,2025-05-13T09:21:00,100,87,Urgent Follow-up
CL11993,SESS71993,54.9.225.67,Large,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Mining,SME Security Package,SME,Direct Visit,Organic Website Visit,SR006,Boitumelo,Regional Growth,400000,2025-03-15,2025-03-16,,,Demo Requested,1,1,0,0,64,0.2591,0.0,9616.2,8166.4,-8166.4,,BWP,4,1,1,0,0,500.5,0,6,Medium,6,4,5,500.5,0,2025-03-15T13:47:00,2025-03-15T19:22:00,52,59,Nurture
CL11994,SESS71994,168.157.145.52,Medium,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Financial Services,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR002,Kagiso,Botswana Core,390000,2025-01-18,2025-01-23,,,Demo Requested,1,1,0,0,71,0.4043,0.0,10369.64,5643.0,-5643.0,,BWP,3,1,1,0,0,485.8,0,5,High,5,2,4,485.8,0,2025-01-18T07:18:00,2025-01-18T12:38:00,30,53,Nurture
CL11995,SESS71995,172.250.209.23,Enterprise,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Mining,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR004,Thato,South Africa Enterprise,460000,2025-04-09,2025-04-11,,,Demo Requested,1,1,0,0,69,0.3718,0.0,30686.52,18156.2,-18156.2,,BWP,5,1,1,3,0,386.8,1,10,High,10,7,6,386.8,1,2025-04-09T18:31:00,2025-04-10T05:37:00,88,78,Sales Ready
CL11996,SESS71996,164.24.17.13,Small,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Telecommunications,AI Security Audit,Advisory,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR004,Thato,South Africa Enterprise,460000,2025-05-25,,,,Inquiry,1,0,0,0,76,0.3922,0.0,16005.94,8979.14,-8979.14,,BWP,5,1,0,0,0,335.0,0,6,High,6,4,5,335.0,0,2025-05-25T19:03:00,2025-05-26T02:15:00,52,65,Nurture
CL11997,SESS71997,106.165.76.238,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Mining,Fraud Monitoring Solution,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR004,Thato,South Africa Enterprise,460000,2025-03-04,2025-03-10,,,Demo Requested,1,1,0,0,63,0.2897,0.0,21774.02,16536.96,-16536.96,,BWP,3,1,1,2,0,432.1,0,7,Medium,7,4,5,432.1,0,2025-03-04T09:04:00,2025-03-04T16:24:00,54,59,Nurture
CL11998,SESS71998,186.215.224.72,Medium,Botswana,SADC,Maun,-19.9833,23.4167,High,0.42,Healthcare,Fraud Monitoring Solution,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-03-14,2025-03-19,,,Demo Requested,1,1,0,0,66,0.3508,0.0,25001.64,15681.6,-15681.6,,BWP,2,1,1,1,0,449.6,0,5,High,5,3,5,449.6,0,2025-03-14T14:22:00,2025-03-14T22:21:00,40,54,Nurture
CL11999,SESS71999,55.223.221.93,Small,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Healthcare,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR004,Thato,South Africa Enterprise,460000,2025-06-08,2025-06-09,,,Demo Requested,1,1,0,0,55,0.2257,0.0,5228.53,5096.52,-5096.52,,BWP,5,1,1,0,0,427.9,0,7,Medium,7,5,6,427.9,0,2025-06-08T14:12:00,2025-06-09T00:31:00,64,59,Nurture
CL12000,SESS72000,62.35.251.149,Large,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Government,Executive Cyber Training,Training,Direct Visit,Organic Website Visit,SR004,Thato,South Africa Enterprise,460000,2025-04-16,2025-04-17,2025-04-26,2025-05-07,Contract Confirmed,1,1,1,1,91,0.4282,24031.74,13271.98,6818.55,17213.19,21.0,BWP,3,1,1,1,1,445.5,0,8,Hot,8,6,8,445.5,0,2025-04-16T14:15:00,2025-04-17T02:32:00,76,84,Urgent Follow-up
CL12001,SESS72001,97.40.81.129,Small,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Government,Cloud Security Analytics,Analytics,LinkedIn Campaign,B2B Security Decision-Makers,SR006,Boitumelo,Regional Growth,400000,2025-06-07,2025-06-10,,,Demo Requested,1,1,0,0,80,0.3932,0.0,16826.5,9415.69,-9415.69,,BWP,4,1,1,2,0,410.0,0,8,High,8,6,7,410.0,0,2025-06-07T10:28:00,2025-06-07T17:45:00,76,78,Sales Ready
CL12002,SESS72002,129.38.163.186,Medium,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Hospitality,Threat Detection Platform,Platform,Referral,Partner Referral Programme,SR005,Amogelang,Regional Growth,410000,2025-04-03,2025-04-05,2025-04-08,,Proposal Sent,1,1,1,0,85,0.3616,0.0,22980.74,13981.0,-13981.0,,BWP,6,1,1,0,0,374.8,0,9,Hot,9,7,7,374.8,0,2025-04-03T19:38:00,2025-04-04T03:42:00,88,86,Urgent Follow-up
CL12003,SESS72003,114.77.12.108,Medium,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Healthcare,SME Security Package,SME,Google Search,Search Ads - Cybersecurity Help,SR002,Kagiso,Botswana Core,390000,2025-06-24,,,,Inquiry,1,0,0,0,51,0.1745,0.0,5181.73,6534.0,-6534.0,,BWP,3,1,0,0,0,421.8,0,4,Medium,4,2,4,421.8,0,2025-06-24T16:36:00,2025-06-24T19:49:00,28,41,Low Priority
CL12004,SESS72004,73.196.155.218,Small,Botswana,SADC,Maun,-19.9833,23.4167,High,0.42,Government,Fraud Monitoring Solution,Platform,Regional Roadshow,Windhoek SME Security Roadshow,SR001,Naledi,Botswana Core,420000,2025-05-08,2025-05-11,,,Demo Requested,1,1,0,0,50,0.1852,0.0,11043.44,13121.22,-13121.22,,BWP,5,1,1,1,0,463.9,0,8,Medium,8,5,6,463.9,0,2025-05-08T13:17:00,2025-05-09T00:18:00,66,57,Nurture
CL12005,SESS72005,182.183.178.23,Large,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Financial Services,SME Security Package,SME,Industry Conference,Johannesburg FinTech Cyber Briefing,SR003,Lorato,South Africa Enterprise,480000,2025-01-28,2025-01-31,,,Demo Requested,1,1,0,0,68,0.3747,0.0,16187.98,9504.0,-9504.0,,BWP,5,1,1,1,0,438.6,1,8,High,8,6,6,438.6,1,2025-01-28T15:22:00,2025-01-29T02:19:00,74,71,Sales Ready
